timestamp,Road Type,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH)
timestamp,Road Type,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH)
2019-07-02 15:30:56.185889,FRC1,197,34,319,21
2019-07-02 15:45:57.680976,FRC1,203,33,335,20
2019-07-02 16:00:58.784468,FRC1,203,33,291,23
2019-07-02 16:16:00.371386,FRC1,197,34,319,21
2019-07-02 16:31:01.558419,FRC1,203,33,419,16
2019-07-02 16:46:02.904758,FRC1,203,33,304,22
2019-07-02 17:01:04.061355,FRC1,203,33,372,18
2019-07-02 17:16:06.082029,FRC1,197,34,319,21
timestamp,Road Type,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH)
2019-07-02 15:31:13.183897,FRC1,197,34,319,21
2019-07-02 15:46:14.816706,FRC1,203,33,319,21
2019-07-02 16:01:16.875608,FRC1,203,33,291,23
2019-07-02 16:16:18.382975,FRC1,197,34,319,21
2019-07-02 16:31:19.577639,FRC1,203,33,419,16
2019-07-02 16:46:21.149476,FRC1,203,33,304,22
2019-07-02 17:01:22.369142,FRC1,203,33,372,18
2019-07-02 17:16:28.496141,FRC1,197,34,319,21
